author_sort,authors,comments,cover,timestamp,formats,isbn,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,id,uuid
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/4528 001 (80)/cover.jpg","2018-08-30T09:52:02-06:00","pdf","","","","Calibre Library","2016-10-24T11:03:02-06:00","","","","1.0","4547629","","4528 001","4528 001","80","ed74391b-955d-4771-9d9a-8e45839feb50"
"Ritchie, Brian W. Kernighan Ł Dennis M.","Brian W. Kernighan Ł Dennis M. Ritchie","","/home/venus/Calibre Library/Brian W. Kernighan L Dennis M. Ritchie/The C Programming Language (Second Edition) (81)/cover.jpg","2018-08-30T09:52:02-06:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","21298031","","The C Programming Language (Second Edition)","C Programming Language (Second Edition), The","81","86a29507-eea5-4e98-8e22-31d0cf2ad6a8"
"Robbins, Arnold","Arnold Robbins","","/home/venus/Calibre Library/Arnold Robbins/Bash Pocket Reference (82)/cover.jpg","2018-08-30T09:52:02-06:00","pdf","","","","Calibre Library","2016-02-17T07:57:59-07:00","","","","1.0","2615472","","Bash Pocket Reference","Bash Pocket Reference","82","df8b87ce-7ab9-467b-a38f-879e38b68276"
"Newham, Cameron & Rosenblatt, Bill","Cameron Newham & Bill Rosenblatt","","/home/venus/Calibre Library/Cameron Newham/Learning the bash Shell (83)/cover.jpg","2018-08-30T09:52:02-06:00","pdf","","","","Calibre Library","2008-10-01T10:03:35-06:00","","","","1.0","2102242","","Learning the bash Shell","Learning the bash Shell","83","6ac76cb4-9714-4109-978d-6fcf608e7c45"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/thelinuxcommandline (84)/cover.jpg","2018-08-30T09:52:02-06:00","pdf","","","","Calibre Library","2012-01-05T12:38:22-07:00","","","","1.0","9377457","","thelinuxcommandline","thelinuxcommandline","84","dbad9d7b-31c4-48a9-a918-099cb74baed5"
"Robbins, Arnold & Beebe, Nelson H. F.","Arnold Robbins & Nelson H. F. Beebe","","/home/venus/Calibre Library/Arnold Robbins/Classic Shell Scripting (85)/cover.jpg","2018-08-30T09:52:02-06:00","pdf","","","","Calibre Library","2011-03-07T06:11:04-07:00","","","","1.0","7878132","","Classic Shell Scripting","Classic Shell Scripting","85","26802c9c-e4e1-4195-b9d9-fba28d61632e"
"lvh","lvh","","/home/venus/Calibre Library/lvh/Crypto 101 (86)/cover.jpg","2018-08-30T09:52:02-06:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","16262784","An introduction to cryptography for programmers","Crypto 101","Crypto 101","86","fc8e6381-928d-4454-8bd2-20431ae52832"
"Ludin, Stephen & Garza, Javier","Stephen Ludin & Javier Garza","HTTP/1.1 has been the primary means of communicating data across the web for the past 20 years, but the level of interaction today has gone well beyond what people envisioned in 1997. With this book, authors Stephen Ludin and Javier Garza show you how HTTP/2 will help speed the execution of modern sites and applications.","/home/venus/Calibre Library/Stephen Ludin/Learning HTTP_2 (87)/cover.jpg","2018-08-30T09:52:02-06:00","epub","","","eng","Calibre Library","2017-05-23T18:00:00-06:00","O'Reilly Media, Inc.","","","1.0","3929227","","Learning HTTP/2","Learning HTTP/2","87","6f3d9ece-016f-427d-8624-90719c24cd16"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/The Django Book (88)/cover.jpg","2018-08-30T09:52:03-06:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","2339131","","The Django Book","Django Book, The","88","23c7fc39-c72e-4cf9-b1ab-4239e8009390"
"Amelia Bellamy-Royds, Kurt Cagle & Storey, Dudley","Amelia Bellamy-Royds, Kurt Cagle & Dudley Storey","Using Scalable Vector Graphics (SVG) for illustrations only scratches the surface of this format's potential on the web. With this practical guide, you’ll learn how to use SVG not only for illustrations but also as graphical documents that you can integrate into complex HTML5 web pages, and style with custom CSS. Web developers will discover ways to adapt designs by adding data based graphics, dynamic styles, interaction, or animation.","/home/venus/Calibre Library/Amelia Bellamy-Royds, Kurt Cagle/Using SVG with CSS3 and HTML5 (89)/cover.jpg","2018-08-30T09:52:03-06:00","epub","","","eng","Calibre Library","2017-11-01T18:00:00-06:00","O'Reilly Media, Inc.","","","1.0","22136791","","Using SVG with CSS3 and HTML5","Using SVG with CSS3 and HTML5","89","7faad14f-fc45-4155-99f5-446a5949d89f"
"Quesada, Walter & Lautenbach, Bob","Walter Quesada & Bob Lautenbach","Get a step-by-step guide for developing voice interfaces for applications and devices connected to the Internet of Things. By allowing consumers to use natural human interactions, you can avoid awkward methods of input and interactivity to provide them with elevated user experiences. This practical book is ideal for software engineers who build applications for the Web, smartphones, as well as embedded systems that dominate the IoT space.","/home/venus/Calibre Library/Walter Quesada/Programming Voice Interfaces (90)/cover.jpg","2018-08-30T09:52:03-06:00","epub","","","eng","Calibre Library","2017-10-10T18:00:00-06:00","O'Reilly Media, Inc.","","","1.0","15845313","","Programming Voice Interfaces","Programming Voice Interfaces","90","8f97c1f8-0b62-4966-a3eb-b26064b393a7"
"Camden, Raymond & Rinaldi, Brian","Raymond Camden & Brian Rinaldi","Written by two leading developers in the JavaScript community, this book teaches front-end designers, front-end developers, web developers, and web designers how static site generators work, the benefits you can expect, and what options are available. You'll learn how to deliver static site files to the end user exactly as they are on the server, without using a server-side language or a database, using HTML, CSS, and JavaScript.","/home/venus/Calibre Library/Raymond Camden/Working with Static Sites (91)/cover.jpg","2018-08-30T09:52:03-06:00","epub","","","eng","Calibre Library","2017-03-14T18:00:00-06:00","O'Reilly Media, Inc.","","","1.0","29038723","","Working with Static Sites","Working with Static Sites","91","2bfa1eeb-15af-4479-bf30-ebff0f801fe2"
"Approach, A Modern","A Modern Approach (3rd ed.)","","/home/venus/Calibre Library/A Modern Approach (3rd ed.)/Stuart Russell and Peter Norvig - Artificial Intelligence (92)/cover.jpg","2018-08-30T09:52:03-06:00","pdf","","","","Calibre Library","2010-09-09T18:26:39-06:00","","","","1.0","46980499","","Stuart Russell and Peter Norvig - Artificial Intelligence","Stuart Russell and Peter Norvig - Artificial Intelligence","92","122e8f61-5eb0-45a9-af9b-d2b29c16bf99"
"Carl Albing, JP Vossen, Cameron Newham","Carl Albing, JP Vossen, Cameron Newham","","/home/venus/Calibre Library/Carl Albing, JP Vossen, Cameron Newham/bash Cookbook (93)/cover.jpg","2018-08-30T09:52:04-06:00","pdf","","","","Calibre Library","2013-11-15T08:25:29-07:00","","","","1.0","11299364","","bash Cookbook","bash Cookbook","93","5b6e9a7b-f043-4d91-8a64-fd7a92e5fa9b"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/AngularJS-Essentials-Branas-Rodrigo (94)/cover.jpg","2018-08-30T09:52:04-06:00","pdf","","","","Calibre Library","2016-11-22T00:46:18-07:00","","","","1.0","1087790","","AngularJS-Essentials-Branas-Rodrigo","AngularJS-Essentials-Branas-Rodrigo","94","ed947878-1057-456c-a395-f332016cb73a"
"Drasner, Sarah","Sarah Drasner","SVG is extremely powerful, with its reduced HTTP requests and crispness on any display. It becomes increasingly more interesting as you explore its capabilities for responsive animation and performance boons. When you animate SVG, you must be aware of normal image traits like composition, color, implementation, and optimization. But when you animate, it increases the complexity of each of these factors exponentially.","/home/venus/Calibre Library/Sarah Drasner/SVG Animations (95)/cover.jpg","2018-08-30T09:52:04-06:00","epub","","","eng","Calibre Library","2017-03-29T18:00:00-06:00","O'Reilly Media, Inc.","","","1.0","25308628","","SVG Animations","SVG Animations","95","65dcc0e3-f3b6-4cc8-982a-0c5888caec4b"
"Murray, Scott","Scott Murray","Create and publish your own interactive data visualization projects on the web—even if you have little or no experience with data visualization or web development. It's inspiring and fun with this friendly, accessible, and practical hands-on introduction. This fully updated and expanded second edition takes you through the fundamental concepts and methods of D3, the most powerful JavaScript library for expressing data visually in a web browser.","/home/venus/Calibre Library/Scott Murray/Interactive Data Visualization for the Web (96)/cover.jpg","2018-08-30T09:52:04-06:00","epub","","","eng","Calibre Library","2017-08-08T18:00:00-06:00","O'Reilly Media, Inc.","","","1.0","24132543","","Interactive Data Visualization for the Web","Interactive Data Visualization for the Web","96","700d56cc-f6c9-48dd-92cf-0f467ebe1ac1"
"Colin Bendell, Tim Kadlec, Yoav Weiss, Guy Podjarny, Nick Doyle & McCall, Mike","Colin Bendell, Tim Kadlec, Yoav Weiss, Guy Podjarny, Nick Doyle & Mike McCall","High-quality images have an amazing power of attraction. Just add some stunning photos and graphics to your website or app and watch your user engagement and conversion numbers climb. It can be tricky, but with this practical guide, you’ll master the many facets of delivering high performance images on the internet—without adversely affecting site performance.","/home/venus/Calibre Library/Colin Bendell, Tim Kadlec, Yoav Weiss, Guy Podjarny, Nick Doyle/High Performance Images (97)/cover.jpg","2018-08-30T09:52:04-06:00","epub","","","eng","Calibre Library","2016-08-24T18:00:00-06:00","O'Reilly Media, Inc.","","","1.0","45123775","","High Performance Images","High Performance Images","97","40d7a220-00a8-45dd-9105-c810dc0f0530"
"Lindstrom, Steve","Steve Lindstrom","Revisiting your code to remove redundancies and inconsistencies--known as refactoring--is a common practice when using programming languages. With this book, author Steve Lindstrom not only shows you how to structure your CSS to build a responsive, easy-to-use website, but also how to use refactoring tools to create faster, more readable CSS.","/home/venus/Calibre Library/Steve Lindstrom/CSS Refactoring (98)/cover.jpg","2018-08-30T09:52:05-06:00","epub","","","eng","Calibre Library","2016-11-24T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","8839885","","CSS Refactoring","CSS Refactoring","98","6c68532c-6898-4f2e-8be4-74f66cd86488"
"Marrs, Tom","Tom Marrs","JSON is becoming the backbone for meaningful data interchange over the internet. This format is now supported by an entire ecosystem of standards, tools, and technologies for building truly elegant, useful, and efficient applications. With this hands-on guide, author and architect Tom Marrs shows you how to build enterprise-class applications and services by leveraging JSON tooling and message/document design.","/home/venus/Calibre Library/Tom Marrs/JSON at Work (99)/cover.jpg","2018-08-30T09:52:05-06:00","epub","","","eng","Calibre Library","2017-07-04T18:00:00-06:00","O'Reilly Media, Inc.","","","1.0","9169193","","JSON at Work","JSON at Work","99","28d6c242-aff2-4445-bb8d-4194c9920bdf"
"Eisenman, Bonnie","Bonnie Eisenman","Get a practical introduction to React Native, the JavaScript framework for writing and deploying fully featured mobile apps that render natively. The second edition of this hands-on guide shows you how to build applications that target iOS, Android, and other mobile platforms instead of browsers—apps that can access platform features such as the camera, user location, and local storage. Through code examples and step-by-step instructions, web developers and frontend engineers familiar with React will learn how to build and style interfaces, use mobile components, and debug and deploy apps.","/home/venus/Calibre Library/Bonnie Eisenman/Learning React Native (100)/cover.jpg","2018-08-30T09:52:05-06:00","epub","","","eng","Calibre Library","2017-11-07T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","13848058","","Learning React Native","Learning React Native","100","5e67755c-be2a-4db8-88f6-f2efe112b336"
"Felipe Coury, Ari Lerner, Nate Murray, & Taborda, Carlos","Felipe Coury, Ari Lerner, Nate Murray, & Carlos Taborda","","/home/venus/Calibre Library/Felipe Coury, Ari Lerner, Nate Murray,/ng-book 2 (101)/cover.jpg","2018-08-30T09:52:05-06:00","pdf","","","","Calibre Library","2016-12-20T07:32:18-07:00","","","","1.0","23511975","","ng-book 2","ng-book 2","101","f232d7d0-f12e-4af0-a492-9b7640865641"
"Lebensold, Jonathan","Jonathan Lebensold","Tackling an app development project on multiple platforms is no simple task. When time is in short supply and customers need access from the tap of a home screen, React Native can provide a lean development team with the tools needed to deliver a multiplatform native experience without juggling multiple programming languages and shifting code bases. Aimed at people with some JavaScript and web development experience, the first part of this cookbook covers some simple tips for getting started with React Native. Part 2 will cover some emerging patterns that are commonly found in most native applications.","/home/venus/Calibre Library/Jonathan Lebensold/React Native Cookbook (102)/cover.jpg","2018-08-30T09:52:05-06:00","epub","","","eng","Calibre Library","2018-03-01T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","9632804","","React Native Cookbook","React Native Cookbook","102","d9d44624-a22e-4df0-bf0b-0ea451e93506"
"Griffith, Chris","Chris Griffith","Learn how to build app store-ready hybrid apps with the Ionic, the framework built on top of Apache Cordova (formerly PhoneGap) and Angular. This practical guide shows you how to use Ionic's tools and services to develop apps with HTML, CSS, and TypeScript, rather than rely on platform-specific solutions found in Android, iOS, and Windows Phone. Author Chris Griffith takes you step-by-step through Ionic’s powerful collection of UI components, and then helps you use it to build three cross-platform mobile apps.","/home/venus/Calibre Library/Chris Griffith/Mobile App Development with Ionic, Revised Edition (103)/cover.jpg","2018-08-30T09:52:05-06:00","epub","","","eng","Calibre Library","2017-08-17T18:00:00-06:00","O'Reilly Media, Inc.","","","1.0","5952704","","Mobile App Development with Ionic, Revised Edition","Mobile App Development with Ionic, Revised Edition","103","3553b037-d538-461b-bdb5-ed2735347ac5"
"Julia Elman,Mark Lavin","Julia Elman,Mark Lavin","","/home/venus/Calibre Library/Julia Elman,Mark Lavin/Lightweight Django (104)/cover.jpg","2018-08-30T09:52:05-06:00","pdf","","","","Calibre Library","2014-11-21T01:53:00-07:00","","","","1.0","4946570","www.it-ebooks.info","Lightweight Django","Lightweight Django","104","ebe62d1d-5274-41b0-a286-6d5d9a5d43fb"
"Banks, Alex & Porcello, Eve","Alex Banks & Eve Porcello","If you want to learn how to build efficient user interfaces with React, this is your book. Authors Alex Banks and Eve Porcello show you how to create UIs with this small JavaScript library that can deftly display data changes on large-scale, data-driven websites without page reloads. Along the way, you'll learn how to work with functional programming and the latest ECMAScript features.","/home/venus/Calibre Library/Alex Banks/Learning React (105)/cover.jpg","2018-08-30T09:52:05-06:00","epub","","","eng","Calibre Library","2017-05-02T18:00:00-06:00","O'Reilly Media, Inc.","","","1.0","7199594","","Learning React","Learning React","105","a31fb1b9-277d-46a3-81db-f4b5902f5fd1"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/Tech Writing Handbook (106)/cover.jpg","2018-08-30T09:52:06-06:00","pdf","","","","Calibre Library","2013-07-31T11:56:11-06:00","","","","1.0","2508616","","Tech Writing Handbook","Tech Writing Handbook","106","88fa4d10-b6bc-457f-92da-89b3d6fe1104"
"Nixon, Robin","Robin Nixon","","/home/venus/Calibre Library/Robin Nixon/Learning PHP, MySQL & JavaScript (107)/cover.jpg","2018-08-30T09:52:06-06:00","pdf","","","","Calibre Library","2015-01-13T17:23:21-07:00","","","","1.0","11911967","","Learning PHP, MySQL & JavaScript","Learning PHP, MySQL & JavaScript","107","12b601aa-9053-4985-b5e9-42898c41d932"
"calibre","calibre","","","2018-12-13T08:13:05-07:00","csv","","","","Calibre Library","2018-12-13T08:13:05-07:00","","","","1.0","56184","Catalog","My books","My books","108","e620863c-9f49-468f-94ff-524f881c7006"
"Eisenman, Bonnie","Bonnie Eisenman","Get a practical introduction to React Native, the JavaScript framework for writing and deploying fully featured mobile apps that render natively. The second edition of this hands-on guide shows you how to build applications that target iOS, Android, and other mobile platforms instead of browsers—apps that can access platform features such as the camera, user location, and local storage. Through code examples and step-by-step instructions, web developers and frontend engineers familiar with React will learn how to build and style interfaces, use mobile components, and debug and deploy apps.","/home/venus/Calibre Library/Bonnie Eisenman/Learning React Native (110)/cover.jpg","2018-09-09T14:42:32-06:00","epub","","","eng","Calibre Library","2017-11-07T17:00:00-07:00","O'Reilly Media, Inc.","","","1.0","13848058","","Learning React Native","Learning React Native","110","6f9b7238-962f-4002-abaa-31d11d38863f"
"Joyce, James","James Joyce","","/home/venus/Calibre Library/James Joyce/Ulysses (111)/cover.jpg","2018-09-16T11:09:08-06:00","epub","","uri:http://www.gutenberg.org/ebooks/4300","eng","Calibre Library","2003-07-01T00:00:00-06:00","","","","1.0","711405","City and town life -- Fiction, Psychological fiction, Domestic fiction, Married people -- Fiction, Male friendship -- Fiction, Dublin (Ireland) -- Fiction, Epic literature, Artists -- Fiction, Jewish men -- Fiction, Alienation (Social psychology) -- Fiction","Ulysses","Ulysses","111","830cf3aa-6f8f-4bf0-8627-b8de664ee7ee"
"Tanenbaum, Andrew S","Andrew S Tanenbaum","","/home/venus/Calibre Library/Andrew S Tanenbaum/Computer Networks (112)/cover.jpg","2018-11-05T00:07:35-07:00","pdf","","","","Calibre Library","2011-12-27T00:56:03-07:00","","","","1.0","8454231","","Computer Networks","Computer Networks","112","51374777-5823-4a90-af64-43bc7aa63b1e"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/Signature-2018UWG-FINAL (113)/cover.jpg","2018-12-13T08:17:37-07:00","pdf","","","","Calibre Library","2018-10-04T12:38:29-06:00","","","","1.0","8555634","","Signature-2018UWG-FINAL","Signature-2018UWG-FINAL","113","71339c84-c923-4695-80b0-1e1e717eb3db"
"Abraham Silberschatz, Peter Baer Galvin & Gagne, Greg","Abraham Silberschatz, Peter Baer Galvin & Greg Gagne","","/home/venus/Calibre Library/Abraham Silberschatz, Peter Baer Galvin/Operating System Concepts (114)/cover.jpg","2018-12-13T08:17:38-07:00","pdf","","","","Calibre Library","2018-04-21T03:00:12-06:00","","","","1.0","31133896","","Operating System Concepts","Operating System Concepts","114","27ad5489-baa0-4d7b-9719-c95e345a0416"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/ISOC-History-of-the-Internet 1997 (115)/cover.jpg","2018-12-13T08:17:38-07:00","pdf","","","","Calibre Library","2017-09-11T08:01:24-06:00","","","","1.0","549375","","ISOC-History-of-the-Internet 1997","ISOC-History-of-the-Internet 1997","115","08d0fd54-56a4-4a15-a014-86c53fd0f833"
"Tanenbaum, Andrew S","Andrew S Tanenbaum","","/home/venus/Calibre Library/Andrew S Tanenbaum/9780133048377.pdf (116)/cover.jpg","2018-12-13T08:17:39-07:00","pdf","","","","Calibre Library","2011-12-27T00:56:03-07:00","","","","1.0","8454231","","9780133048377.pdf","9780133048377.pdf","116","618854fc-87dd-4792-b44b-97744d525558"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/Computer Networking A Top-Down Approach 6th Edition (117)/cover.jpg","2018-12-13T08:17:39-07:00","pdf","","","","Calibre Library","2012-05-24T04:52:00-06:00","","","","1.0","9031660","","Computer Networking A Top-Down Approach 6th Edition","Computer Networking A Top-Down Approach 6th Edition","117","6d670ae8-7aee-4b8b-a53a-dea1b0819be2"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/Deep Learning Yearning (118)/cover.jpg","2018-12-13T08:17:40-07:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","4206689","","Deep Learning Yearning","Deep Learning Yearning","118","22714eff-8e53-4233-9c60-cc09263f517f"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/The Algorithm Design Manual (119)/cover.jpg","2018-12-13T08:17:40-07:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","4082875","","The Algorithm Design Manual","Algorithm Design Manual, The","119","272f894b-87a9-4b55-9bbe-920fe349a6bf"
"Cormen, Thomas H. & Leiserson, Charles E. & Rivest, Ronald L. & Stein, Clifford","Thomas H. Cormen & Charles E. Leiserson & Ronald L. Rivest & Clifford Stein","**The latest edition of the essential text and professional reference, with substantial new material on such topics as vEB trees, multithreaded algorithms, dynamic programming, and edge-based flow.**

Some books on algorithms are rigorous but incomplete; others cover masses of material but lack rigor. *Introduction to Algorithms* uniquely combines rigor and comprehensiveness. The book covers a broad range of algorithms in depth, yet makes their design and analysis accessible to all levels of readers. Each chapter is relatively self-contained and can be used as a unit of study. The algorithms are described in English and in a pseudocode designed to be readable by anyone who has done a little programming. The explanations have been kept elementary without sacrificing depth of coverage or mathematical rigor.

The first edition became a widely used text in universities worldwide as well as the standard reference for professionals. The second edition featured new chapters on the role of algorithms, probabilistic analysis and randomized algorithms, and linear programming. The third edition has been revised and updated throughout. It includes two completely new chapters, on van Emde Boas trees and multithreaded algorithms, substantial additions to the chapter on recurrence (now called “Divide-and-Conquer”), and an appendix on matrices. It features improved treatment of dynamic programming and greedy algorithms and a new notion of edge-based flow in the material on flow networks. Many exercises and problems have been added for this edition. The international paperback edition is no longer available; the hardcover is available worldwide.

**
","/home/venus/Calibre Library/Thomas H. Cormen/Introduction to Algorithms, 3rd Edition (The MIT Press) (120)/cover.jpg","0100-12-31T17:00:00-07:00","pdf","9780262033848","amazon:0262033844,isbn:9780262033848","eng","Calibre Library","2009-07-30T00:00:00-06:00","The MIT Press","4","","1.0","20618012","Computers, Programming, Algorithms, General","Introduction to Algorithms, 3rd Edition (The MIT Press)","Introduction to Algorithms, 3rd Edition (The MIT Press)","120","6d023019-94e4-41e6-b6c2-c3ae5ecc16e5"
"Tong, Ka Iok","Ka Iok Tong","Agile Development, in particular, eXtreme Programming (XP), has been gaining a lot of momentum because it can effectively address the problems plaguing software development. In 2002, we, the Macau Productivity and Technology Center (CPTTM), started to hold courses on XP and OO design to teach the skills in agile development. At the beginning, we hired a well known software training and consulting company to teach. While the instructor was very professional and instructive and the feedbacks from the students were very good, the students didn't acquire the skills taught. We knew that it was because the concepts involved were abstract and it needed far more exercises for the students to practice in order to acquire the skills. Therefore, we decided to develop our enhanced training materials. In particular, we selected only 20% of the skills in agile development that deliver 80% of the value, while ignoring those useful but non-essential skills. Then we explained these skills in terms of examples and added a lot of real world examples as exercises. After adopting this set of materials, the new students really acquired the skills taught. Now we have organized the training materials into a book: Essential Skills for Agile Development. This book covers the essential skills in: OO design, Test Driven Development (TDD), team development, planning, communication and pair programming.
","/home/venus/Calibre Library/Ka Iok Tong/Essential Skills for Agile Development (121)/cover.jpg","2018-12-13T08:17:41-07:00","pdf","9789993776727","google:wdiEAAAACAAJ,isbn:9789993776727","eng","Calibre Library","2004-06-01T00:00:00-06:00","Macau Productivity & Technology Transfer Center (CPTTM)","","","1.0","2312446","Computers, Programming, Object Oriented, Software Development & Engineering, Systems Analysis & Design","Essential Skills for Agile Development","Essential Skills for Agile Development","121","dc09f371-8cf3-40c8-94c8-1648b098e1fb"
"Goodrich, Michael T.","Michael T. Goodrich","","/home/venus/Calibre Library/Michael T. Goodrich/9780470383278.pdf (122)/cover.jpg","2018-12-13T08:17:41-07:00","pdf","","","","Calibre Library","2011-05-01T23:53:12-06:00","","","","1.0","17848425","","9780470383278.pdf","9780470383278.pdf","122","e02668a0-8448-40b9-a33a-be204f00eaef"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/backtobasics (123)/cover.jpg","2018-12-13T08:17:41-07:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","17174859","","backtobasics","backtobasics","123","ad9d082d-2038-4cc6-93de-780ff6fd4a52"
"McGonigal, Kelly","McGonigal, Kelly","","/home/venus/Calibre Library/McGonigal, Kelly/The Willpower Instinct_ How Self-Control Works, Why It Matters, and What You Can Do To Get More (148)/cover.jpg","2018-12-13T08:17:47-07:00","pdf","","","eng","Calibre Library","2011-12-29T01:00:00-07:00","Penguin Group","","","1.0","1292591","","The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do To Get More of It","Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do To Get More of It, The","148","656c2a14-76f4-4199-80e0-321b90d08167"
"Freire, Paulo","Paulo Freire","First published in Portuguese in 1968,* Pedagogy of the Oppressed* was translated and published in English in 1970. The methodology of the late Paulo Freire has helped to empower countless impoverished and illiterate people throughout the world. Freire's work has taken on especial urgency in the United States and Western Europe, where the creation of a permanent underclass among the underprivileged and minorities in cities and urban centers is increasingly accepted as the norm.

With a substantive new introduction on Freire's life and the remarkable impact of this book by writer and Freire confidant and authority Donaldo Macedo, this anniversary edition of Pedagogy of the Oppressed will inspire a new generation of educators, students, and general readers for years to come.

**
","/home/venus/Calibre Library/Paulo Freire/Pedagogy of the Oppressed, 30th Anniversary Edition (149)/cover.jpg","2018-12-13T08:17:50-07:00","pdf","9780826412768","amazon:0826412769,isbn:9780826412768","eng","Calibre Library","2000-09-02T00:00:00-06:00","Continuum","5","","1.0","5943959","","Pedagogy of the Oppressed, 30th Anniversary Edition","Pedagogy of the Oppressed, 30th Anniversary Edition","149","37dbd259-83c3-42da-a43d-3f98892280ce"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/Iyengar B K S The Illustrated Light On Yoga (150)/cover.jpg","2018-12-13T08:17:51-07:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","20290073","","Iyengar B K S The Illustrated Light On Yoga","Iyengar B K S The Illustrated Light On Yoga","150","03165381-1045-4246-bd00-4eb891407a59"
"Doxsey, Caleb","Caleb Doxsey","","/home/venus/Calibre Library/Caleb Doxsey/Introducing Go (151)/cover.jpg","2018-12-13T08:17:52-07:00","pdf","","","","Calibre Library","2016-01-05T11:02:35-07:00","","","","1.0","2987931","","Introducing Go","Introducing Go","151","c782d33a-d173-4b13-a02c-00a17fae7b6d"
"Samuel P.Harbison III,Guy L.Steele Jr. & ztb, To pdf by","Samuel P.Harbison III,Guy L.Steele Jr. & To pdf by ztb","","/home/venus/Calibre Library/Samuel P.Harbison III,Guy L.Steele Jr_/C A Reference Manual Fifth Edition (152)/cover.jpg","2018-12-13T08:17:52-07:00","pdf","","","","Calibre Library","2011-05-13T10:43:58-06:00","","","","1.0","29449033","","C A Reference Manual Fifth Edition","C A Reference Manual Fifth Edition","152","6a58779f-060d-4c51-8a45-634401dcd05f"
"Hennessy, John L. & Patterson, David A.","John L. Hennessy & David A. Patterson","Computer Architecture: A Quantitative Approach, Sixth Edition (2019) 1-1527. 978-0-12-811905-1","/home/venus/Calibre Library/John L. Hennessy/Computer Architecture_ A Quantitative Approach (153)/cover.jpg","2018-12-13T08:17:53-07:00","pdf","9780128119051","isbn:9780128119051","","Calibre Library","2011-04-15T03:59:40-06:00","","","","1.0","36643471","Computer Architecture: A Quantitative Approach, Sixth Edition (2019) 1-1527. 978-0-12-811905-1","Computer Architecture: A Quantitative Approach","Computer Architecture: A Quantitative Approach","153","e9b6c434-58ac-489b-9f01-eb7a6325ecfb"
"John Paul Shen, Mikko H. Lipasti","John Paul Shen, Mikko H. Lipasti","","/home/venus/Calibre Library/John Paul Shen, Mikko H. Lipasti/Modern Processor Design_ Fundamentals of Superscalar Processors (154)/cover.jpg","2018-12-13T08:17:53-07:00","pdf","","","","Calibre Library","2018-06-23T13:29:45-06:00","","","","1.0","9945355","Engineering, Microprocessors, CPU, Digital Design","Modern Processor Design: Fundamentals of Superscalar Processors","Modern Processor Design: Fundamentals of Superscalar Processors","154","f95b4c72-c219-40d9-a173-ce85dc0cee49"
"Hennessy, John L.; Patterson, David A.; Arpaci-Dusseau, Andrea C.","Hennessy, John L.; Patterson, David A.; Arpaci-Dusseau, Andrea C.","","/home/venus/Calibre Library/Hennessy, John L.; Patterson, David A.; Arpaci-Dusseau, Andrea C_/Computer Architecture _ A Quantitative Approach (155)/cover.jpg","2018-12-13T08:17:53-07:00","pdf","","","","Calibre Library","2006-10-02T03:33:54-06:00","","","","1.0","5845052","","Computer Architecture : A Quantitative Approach","Computer Architecture : A Quantitative Approach","155","21e8c153-4566-46e5-844d-f0dc1ea015de"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/Clean Code (156)/cover.jpg","2018-12-13T08:17:55-07:00","pdf","","","","Calibre Library","2008-09-15T14:39:50-06:00","","","","1.0","4261722","","Clean Code","Clean Code","156","f8de51ad-5f98-41ed-834d-0f3246294c52"
"Brasseur, VM","VM (Vicky) Brasseur","","/home/venus/Calibre Library/VM (Vicky) Brasseur/Forge Your Future with Open Source (157)/cover.jpg","2018-12-13T08:17:55-07:00","pdf","","","","Calibre Library","2018-09-24T11:03:40-06:00","","","","1.0","3104350","","Forge Your Future with Open Source","Forge Your Future with Open Source","157","30a50373-b3b5-4e57-9e90-c8313512575c"
